Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Patrick Lalime,AHC,G,40,6,4,4,2,3,4,0,0,0,0,3,3,4,4
Jaroslav Halak,AHC,G,41,5,6,4,0,2,4,0,1,0,0,4,3,3,4
Evgeni Nabokov,AUT,G,42,7,5,4,1,3,5,0,1,0,0,4,4,4,4
Jonathan Bernier,AUT,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Theodore,BAY,G,60,5,5,5,4,4,4,0,0,0,0,5,4,5,4
Cory Schneider,BAY,G,35,6,6,4,0,2,2,0,1,0,0,4,5,5,4
Carey Price,BBM,G,31,8,5,4,3,5,4,0,1,0,0,4,4,5,4
Olaf Kolzig,BBM,G,30,11,4,3,3,4,4,0,0,0,0,5,5,5,5
Ryan Miller,BFC,G,31,3,5,5,0,4,5,0,1,0,0,6,6,6,6
Brian Elliott,BFC,G,37,5,3,4,0,3,3,0,1,0,0,4,3,3,4
Steve Mason,ETI,G,1,5,4,4,0,5,5,0,0,0,0,5,6,6,5
Semyon Varlamov,ETI,G,30,5,4,3,0,2,5,0,1,0,0,5,4,4,5
Tuukka Rask,HAM,G,40,3,5,5,0,2,2,0,1,0,0,4,5,5,4
Ray Emery,HAM,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henrik Lundqvist,HIG,G,34,6,5,3,2,5,5,0,1,0,0,5,5,5,5
Dan Ellis,HIG,G,1,5,4,3,0,2,3,0,1,0,0,3,3,3,3
Fredrik Norrena,HOT,G,30,6,4,4,3,5,4,0,0,0,0,4,4,4,5
Jimmy Howard,HOT,G,31,9,5,4,0,2,2,0,1,0,0,4,3,3,4
Cristobal Huet,ING,G,71,8,4,5,0,4,4,0,1,0,0,5,6,6,5
Scott Clemmensen,ING,G,31,8,3,4,0,5,5,0,1,0,0,4,5,5,4
Roberto Luongo,KVK,G,80,7,5,5,4,5,6,0,1,0,0,6,6,6,6
Kevin Weekes,KVK,G,1,7,4,4,3,4,4,0,1,0,0,3,4,4,3
