Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Patrick Lalime,AHC,G,40,6,6,5,4,4,4,0,0,0,0,5,5,5,6
Jaroslav Halak,AHC,G,41,5,5,5,1,3,4,0,1,0,0,5,4,4,5
Evgeni Nabokov,AUT,G,20,7,5,4,0,4,5,0,1,0,0,5,4,4,5
Robert Esche,AUT,G,42,9,3,3,4,5,5,0,0,0,0,5,5,5,5
Jose Theodore,BAY,G,60,5,6,5,3,4,4,0,0,0,0,6,5,5,6
Ray Emery,BAY,G,1,7,5,4,1,4,5,0,1,0,0,5,5,5,5
Mathieu Garon,BBM,G,30,6,4,2,1,4,4,0,0,0,0,4,4,4,4
Olaf Kolzig,BBM,G,39,11,4,3,3,3,4,0,0,0,0,5,5,5,5
Marty Turco,BFC,G,31,5,4,5,4,5,4,0,1,0,0,5,5,5,5
Scott Clemmensen,BFC,G,37,8,3,2,0,2,2,0,1,0,0,3,3,3,3
Tomas Vokoun,HAM,G,29,6,5,5,2,5,6,0,0,0,0,5,6,6,5
Josh Harding,HAM,G,1,6,3,4,0,2,0,0,0,0,0,2,3,3,2
Henrik Lundqvist,HIG,G,30,6,5,4,0,5,5,0,1,0,0,5,5,5,5
Dan Ellis,HIG,G,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Miller,HOT,G,30,3,5,3,2,3,5,0,1,0,0,5,5,5,5
Jimmy Howard,HOT,G,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Grahame,ING,G,30,9,4,4,3,5,5,0,0,0,0,5,5,5,5
Cristobal Huet,ING,G,39,8,3,4,1,3,5,0,1,0,0,5,5,5,5
Miikka Kiprusoff,IFV,G,34,6,6,5,3,5,6,0,0,0,0,6,5,6,6
Mike Dunham,IFV,G,1,8,5,4,3,3,3,0,1,0,0,4,4,4,4
Roberto Luongo,KVK,G,1,7,5,5,4,5,6,0,1,0,0,6,6,6,6
Kevin Weekes,KVK,G,80,7,4,4,3,4,4,0,1,0,0,4,5,4,5
Jean-Sebastien Aubin,MHT,G,1,5,5,5,4,3,4,0,0,0,0,4,4,3,4
Craig Anderson,MHT,G,41,5,5,4,0,2,0,0,1,0,0,3,2,2,3
Marc-Andre Fleury,MGG,G,29,4,6,5,3,4,3,0,0,0,0,6,6,6,6
Mike Smith,MGG,G,47,10,5,4,0,5,5,0,0,0,0,5,5,5,5
Chris Osgood,NBK,G,30,5,4,5,3,4,5,0,0,0,0,5,5,5,5
Sean Burke,NBK,G,1,9,4,4,5,5,3,0,1,0,0,5,5,5,5
Dominik Hasek,OCW,G,39,4,6,6,3,5,4,0,0,0,0,4,4,6,6
Kari Lehtonen,OCW,G,32,6,6,5,3,3,3,0,0,0,0,4,5,5,5
Dwayne Roloson,PIT,G,35,5,4,5,3,4,5,0,0,0,0,5,5,6,6
Ilya Bryzgalov,PIT,G,30,8,5,3,2,4,5,0,1,0,0,4,4,4,4
Johan Hedberg,PRO,G,1,6,5,5,4,4,4,0,0,0,0,5,5,5,5
Tim Thomas,PRO,G,30,7,5,4,0,2,4,0,1,0,0,5,5,5,5
Nikolai Khabibulin,RIC,G,35,7,5,5,2,5,5,0,1,0,0,5,5,5,5
Ty Conklin,RIC,G,29,5,3,2,0,1,2,0,1,0,0,2,2,2,2
Curtis Joseph,SAG,G,31,6,5,4,4,5,5,0,0,0,0,5,4,5,5
Chris Mason,SAG,G,30,6,3,2,1,5,6,0,1,0,0,4,5,5,4
Niklas Backstrom,SOV,G,32,7,4,4,1,6,6,0,1,0,0,5,6,6,5
David Aebischer,SOV,G,1,6,6,5,3,4,4,0,0,0,0,5,5,5,6
Dan Cloutier,SHS,G,39,7,5,5,3,4,4,0,0,0,0,4,3,4,3
Adam Munro,SHS,G,30,10,4,4,4,4,4,0,1,0,0,5,5,6,6
Jean-Sebastien Giguere,SVF,G,35,7,5,5,4,5,5,0,1,0,0,6,6,6,6
Michael Wall,SVF,G,30,8,4,4,3,5,5,0,0,0,0,4,4,4,4
Martin Biron,SUM,G,43,3,6,5,3,4,4,0,1,0,0,6,5,6,6
Corey Crawford,SUM,G,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Ward,SUN,G,30,5,6,5,3,4,4,0,0,0,0,6,6,6,6
Ed Belfour,SUN,G,20,7,5,4,3,5,4,0,0,0,0,5,5,5,5
Vesa Toskala,TAI,G,35,3,6,6,3,4,4,0,0,0,0,6,6,6,6
Pekka Rinne,TAI,G,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jocelyn Thibault,TEG,G,41,4,5,5,3,3,4,0,1,0,0,4,5,5,4
Peter Budaj,TEG,G,31,7,5,4,2,3,4,0,1,0,0,4,4,4,4
Brian Boucher,TBP,G,33,6,5,5,4,4,4,0,1,0,0,5,5,5,5
Rick Dipietro,TBP,G,1,8,5,4,2,4,5,0,0,0,0,5,5,5,5
Martin Brodeur,VHV,G,30,9,6,4,4,6,6,0,0,0,0,6,6,6,6
Fredrik Norrena,VHV,G,1,6,5,4,3,5,4,0,0,0,0,4,4,4,5
Stephen Valiquette,WDY,G,40,8,4,4,5,5,4,0,0,0,0,3,3,5,5
Manny Legace,WDY,G,34,8,3,3,0,4,4,0,1,0,0,3,4,4,3
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
