Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Patrick Lalime,AHC,G,40,6,4,4,4,4,4,0,0,0,0,5,5,5,5
Jaroslav Halak,AHC,G,41,5,6,4,0,2,0,0,1,0,0,3,5,5,3
Evgeni Nabokov,AUT,G,20,7,5,4,2,4,5,0,1,0,0,5,4,4,5
Jonathan Bernier,AUT,G,45,4,4,4,0,2,2,0,1,0,0,4,5,4,4
Jose Theodore,BAY,G,60,5,4,4,4,4,5,0,0,0,0,6,5,5,6
Ray Emery,BAY,G,80,7,5,4,0,1,2,0,1,0,0,3,3,3,3
Carey Price,BBM,G,31,9,5,4,4,4,5,0,0,0,0,6,6,5,5
Olaf Kolzig,BBM,G,37,11,3,3,3,3,5,0,0,0,0,5,5,5,5
Marty Turco,BFC,G,35,5,5,5,3,5,4,0,1,0,0,5,6,6,5
Brian Elliott,BFC,G,31,5,4,4,0,2,2,0,1,0,0,4,3,3,4
Tomas Vokoun,HAM,G,29,6,5,5,6,5,5,0,0,0,0,6,6,6,5
Tuukka Rask,HAM,G,33,3,6,5,0,2,2,0,1,0,0,4,4,4,4
Henrik Lundqvist,HIG,G,30,6,5,4,0,5,4,0,1,0,0,5,6,6,5
Dan Ellis,HIG,G,1,5,5,3,0,5,5,0,1,0,0,5,5,5,5
Ryan Miller,HOT,G,30,3,5,3,1,3,4,0,1,0,0,5,6,6,5
Jimmy Howard,HOT,G,31,9,4,5,0,2,2,0,1,0,0,4,3,3,4
Cristobal Huet,ING,G,38,8,4,4,2,5,5,0,1,0,0,5,5,5,5
Fredrik Norrena,ING,G,30,6,4,3,4,5,5,0,0,0,0,4,4,4,4
Roberto Luongo,KVK,G,1,7,6,4,6,6,5,0,1,0,0,6,5,5,6
Kevin Weekes,KVK,G,80,7,4,4,4,4,4,0,1,0,0,4,5,4,4
Pascal LeClaire,MHA,G,31,7,5,4,2,5,5,0,1,0,0,5,5,5,5
Manny Fernandez,MHA,G,35,6,3,4,4,4,4,0,1,0,0,4,4,4,4
Craig Anderson,MHT,G,31,5,5,3,1,3,6,0,1,0,0,5,5,5,5
Jean-Sebastien Aubin,MHT,G,30,5,5,5,4,3,4,0,0,0,0,4,4,3,3
